flight_id,carrier,origin,dest,scheduled_departure,departure_delay,arrival_delay,air_time,distance
3767,SW,ORD,ATL,2023-06-06 22:00:00,0.0,40.0,80,702
3768,SW,DFW,SEA,2023-06-06 23:00:00,0.0,-10.0,167,1176
3769,AA,ORD,MIA,2023-06-07 00:00:00,0.0,13.0,67,1165
3770,SW,DFW,SFO,2023-06-07 01:00:00,32.0,14.0,176,905
3771,UA,JFK,ATL,2023-06-07 02:00:00,0.0,-10.0,184,627
3772,SW,DEN,SFO,2023-06-07 03:00:00,28.0,-10.0,89,585
3773,DL,LAX,MIA,2023-06-07 04:00:00,65.0,44.0,122,652
3774,SW,LAX,SFO,2023-06-07 05:00:00,17.0,-10.0,159,1183
3775,DL,ORD,ATL,2023-06-07 06:00:00,,7.0,128,1003
3776,JB,JFK,SFO,2023-06-07 07:00:00,48.0,39.0,166,1026
3777,UA,JFK,SEA,2023-06-07 08:00:00,1.0,1.0,125,1584
3778,JB,ORD,MIA,2023-06-07 09:00:00,0.0,41.0,207,495
3779,UA,DEN,MIA,2023-06-07 10:00:00,0.0,-10.0,129,668
3780,DL,LAX,SEA,2023-06-07 11:00:00,,16.0,119,956
3781,DL,DFW,SEA,2023-06-07 12:00:00,35.0,-3.0,88,746
3782,DL,ORD,SEA,2023-06-07 13:00:00,54.0,22.0,104,1183
3783,AA,DEN,PHX,2023-06-07 14:00:00,80.0,-5.0,109,688
3784,SW,ORD,MIA,2023-06-07 15:00:00,29.0,6.0,138,780
3785,SW,DEN,MIA,2023-06-07 16:00:00,26.0,-3.0,100,1057
3786,JB,DFW,MIA,2023-06-07 17:00:00,33.0,-4.0,102,1486
3787,JB,DFW,MIA,2023-06-07 18:00:00,46.0,-1.0,98,1240
3788,AA,DFW,PHX,2023-06-07 19:00:00,0.0,44.0,173,896
3789,UA,DFW,SFO,2023-06-07 20:00:00,0.0,18.0,164,507
3790,JB,DFW,ATL,2023-06-07 21:00:00,75.0,17.0,98,841
3791,SW,JFK,PHX,2023-06-07 22:00:00,12.0,32.0,75,853
3792,JB,DFW,MIA,2023-06-07 23:00:00,14.0,1.0,136,1247
3793,AA,LAX,MIA,2023-06-08 00:00:00,9.0,28.0,60,1122
3794,DL,DEN,MIA,2023-06-08 01:00:00,0.0,16.0,89,1251
3795,JB,DFW,SFO,2023-06-08 02:00:00,34.0,-9.0,150,800
3796,UA,JFK,PHX,2023-06-08 03:00:00,37.0,-10.0,99,778
3797,DL,JFK,SEA,2023-06-08 04:00:00,22.0,12.0,95,726
3798,JB,LAX,SFO,2023-06-08 05:00:00,35.0,11.0,151,495
3799,SW,JFK,SEA,2023-06-08 06:00:00,0.0,2.0,94,266
3800,AA,JFK,ATL,2023-06-08 07:00:00,0.0,-3.0,163,1207
3801,JB,JFK,ATL,2023-06-08 08:00:00,13.0,-10.0,82,1228
3802,DL,DFW,SEA,2023-06-08 09:00:00,0.0,32.0,114,606
3803,JB,DEN,SFO,2023-06-08 10:00:00,28.0,-10.0,78,991
3804,JB,DEN,ATL,2023-06-08 11:00:00,0.0,58.0,79,1113
3805,JB,LAX,ATL,2023-06-08 12:00:00,0.0,-10.0,62,1020
3806,DL,ORD,PHX,2023-06-08 13:00:00,0.0,-3.0,146,1058
3807,UA,DEN,PHX,2023-06-08 14:00:00,0.0,2.0,51,1221
3808,JB,LAX,SEA,2023-06-08 15:00:00,19.0,-10.0,161,659
3809,SW,JFK,PHX,2023-06-08 16:00:00,35.0,20.0,121,651
3810,DL,LAX,SFO,2023-06-08 17:00:00,13.0,-10.0,94,1001
3811,JB,DEN,ATL,2023-06-08 18:00:00,0.0,-7.0,107,540
3812,UA,JFK,ATL,2023-06-08 19:00:00,12.0,-9.0,203,758
3813,DL,LAX,SEA,2023-06-08 20:00:00,41.0,9.0,108,812
3814,SW,ORD,MIA,2023-06-08 21:00:00,9.0,-7.0,147,1303
3815,JB,DFW,SFO,2023-06-08 22:00:00,29.0,0.0,177,1054
3816,SW,ORD,SEA,2023-06-08 23:00:00,0.0,27.0,73,1465
3817,SW,ORD,SEA,2023-06-09 00:00:00,9.0,-10.0,75,811
3818,UA,LAX,ATL,2023-06-09 01:00:00,11.0,33.0,84,100
3819,DL,DEN,ATL,2023-06-09 02:00:00,16.0,-10.0,45,984
3820,SW,JFK,MIA,2023-06-09 03:00:00,27.0,-10.0,151,782
3821,UA,DFW,MIA,2023-06-09 04:00:00,27.0,52.0,98,802
3822,UA,ORD,MIA,2023-06-09 05:00:00,37.0,-10.0,106,1115
3823,JB,LAX,SFO,2023-06-09 06:00:00,25.0,27.0,123,196
3824,UA,LAX,PHX,2023-06-09 07:00:00,69.0,-10.0,116,435
3825,UA,LAX,ATL,2023-06-09 08:00:00,0.0,20.0,137,1311
3826,AA,DFW,SEA,2023-06-09 09:00:00,0.0,-1.0,145,325
3827,DL,DFW,MIA,2023-06-09 10:00:00,0.0,39.0,131,930
3828,AA,DEN,MIA,2023-06-09 11:00:00,0.0,30.0,125,935
3829,DL,DFW,SFO,2023-06-09 12:00:00,0.0,-10.0,47,1047
3830,AA,DFW,ATL,2023-06-09 13:00:00,0.0,10.0,161,594
3831,AA,DEN,SFO,2023-06-09 14:00:00,17.0,-10.0,146,853
3832,SW,DEN,SEA,2023-06-09 15:00:00,0.0,-6.0,148,895
3833,SW,DFW,SEA,2023-06-09 16:00:00,0.0,53.0,133,574
3834,UA,JFK,SEA,2023-06-09 17:00:00,21.0,-10.0,132,744
3835,DL,DFW,MIA,2023-06-09 18:00:00,19.0,31.0,141,267
3836,JB,DEN,SEA,2023-06-09 19:00:00,0.0,-10.0,139,513
3837,JB,LAX,SEA,2023-06-09 20:00:00,36.0,-10.0,68,948
3838,AA,JFK,SEA,2023-06-09 21:00:00,1.0,33.0,161,1037
3839,JB,DFW,MIA,2023-06-09 22:00:00,0.0,23.0,167,811
3840,AA,LAX,SEA,2023-06-09 23:00:00,2.0,-10.0,185,692
3841,SW,LAX,MIA,2023-06-10 00:00:00,0.0,-8.0,146,774
3842,AA,DEN,MIA,2023-06-10 01:00:00,29.0,-2.0,132,905
3843,JB,DFW,SFO,2023-06-10 02:00:00,0.0,-1.0,33,892
3844,UA,ORD,ATL,2023-06-10 03:00:00,30.0,30.0,119,1160
3845,DL,LAX,SEA,2023-06-10 04:00:00,0.0,0.0,114,734
3846,DL,JFK,ATL,2023-06-10 05:00:00,0.0,12.0,43,1278
3847,SW,JFK,PHX,2023-06-10 06:00:00,40.0,-2.0,130,821
3848,JB,ORD,SEA,2023-06-10 07:00:00,7.0,-10.0,83,666
3849,AA,ORD,ATL,2023-06-10 08:00:00,24.0,-10.0,133,813
3850,DL,JFK,ATL,2023-06-10 09:00:00,,-10.0,87,701
3851,DL,JFK,SFO,2023-06-10 10:00:00,12.0,24.0,127,611
3852,JB,JFK,PHX,2023-06-10 11:00:00,0.0,,136,1235
3853,DL,DEN,MIA,2023-06-10 12:00:00,0.0,33.0,121,731
3854,SW,DFW,SEA,2023-06-10 13:00:00,0.0,13.0,165,809
3855,AA,JFK,PHX,2023-06-10 14:00:00,35.0,5.0,195,1210
3856,DL,JFK,MIA,2023-06-10 15:00:00,2.0,43.0,204,479
3857,AA,ORD,MIA,2023-06-10 16:00:00,66.0,26.0,102,718
3858,JB,ORD,SEA,2023-06-10 17:00:00,0.0,8.0,107,360
3859,AA,DEN,PHX,2023-06-10 18:00:00,0.0,16.0,92,886
3860,JB,JFK,SEA,2023-06-10 19:00:00,41.0,6.0,80,1316
3861,UA,JFK,SFO,2023-06-10 20:00:00,65.0,1.0,151,1012
3862,JB,LAX,SFO,2023-06-10 21:00:00,33.0,9.0,209,856
3863,JB,DEN,SFO,2023-06-10 22:00:00,16.0,-10.0,103,955
3864,UA,DEN,SEA,2023-06-10 23:00:00,11.0,-5.0,124,706
3865,UA,DEN,MIA,2023-06-11 00:00:00,41.0,-10.0,133,953
3866,JB,JFK,ATL,2023-06-11 01:00:00,38.0,6.0,216,806
3867,UA,JFK,SEA,2023-06-11 02:00:00,69.0,20.0,83,1692
3868,JB,ORD,MIA,2023-06-11 03:00:00,27.0,14.0,168,1067
3869,SW,DFW,PHX,2023-06-11 04:00:00,41.0,13.0,128,1052
3870,UA,ORD,SEA,2023-06-11 05:00:00,0.0,0.0,139,635
3871,DL,ORD,SFO,2023-06-11 06:00:00,19.0,-10.0,137,678
3872,DL,ORD,MIA,2023-06-11 07:00:00,13.0,27.0,44,1012
3873,SW,ORD,SFO,2023-06-11 08:00:00,14.0,21.0,117,1374
3874,JB,LAX,SFO,2023-06-11 09:00:00,33.0,1.0,120,592
3875,JB,ORD,ATL,2023-06-11 10:00:00,8.0,19.0,170,615
3876,DL,LAX,ATL,2023-06-11 11:00:00,0.0,-10.0,69,1018
3877,DL,LAX,MIA,2023-06-11 12:00:00,22.0,47.0,88,1252
3878,UA,DEN,SFO,2023-06-11 13:00:00,,57.0,99,1269
3879,JB,DFW,SFO,2023-06-11 14:00:00,25.0,-4.0,132,829
3880,AA,ORD,MIA,2023-06-11 15:00:00,41.0,6.0,130,984
3881,DL,LAX,MIA,2023-06-11 16:00:00,2.0,76.0,125,1041
3882,UA,DEN,ATL,2023-06-11 17:00:00,0.0,-10.0,96,802
3883,UA,JFK,SEA,2023-06-11 18:00:00,52.0,36.0,128,416
3884,AA,JFK,SEA,2023-06-11 19:00:00,98.0,12.0,114,904
3885,JB,LAX,SEA,2023-06-11 20:00:00,1.0,-10.0,108,793
3886,DL,JFK,SEA,2023-06-11 21:00:00,26.0,1.0,94,1572
3887,JB,JFK,ATL,2023-06-11 22:00:00,21.0,-1.0,109,620
3888,SW,DFW,ATL,2023-06-11 23:00:00,0.0,-1.0,175,796
3889,AA,LAX,SFO,2023-06-12 00:00:00,83.0,-10.0,132,946
3890,AA,JFK,SEA,2023-06-12 01:00:00,0.0,-9.0,69,732
3891,DL,DEN,MIA,2023-06-12 02:00:00,31.0,18.0,140,1010
3892,UA,JFK,SFO,2023-06-12 03:00:00,27.0,-5.0,145,748
3893,DL,LAX,ATL,2023-06-12 04:00:00,28.0,23.0,133,1377
3894,AA,DEN,PHX,2023-06-12 05:00:00,0.0,-10.0,163,869
3895,UA,ORD,PHX,2023-06-12 06:00:00,0.0,7.0,46,1523
3896,DL,JFK,PHX,2023-06-12 07:00:00,0.0,-10.0,95,973
3897,SW,ORD,SFO,2023-06-12 08:00:00,0.0,-10.0,77,497
3898,AA,ORD,ATL,2023-06-12 09:00:00,24.0,8.0,154,881
3899,AA,ORD,PHX,2023-06-12 10:00:00,48.0,3.0,206,409
3900,AA,LAX,MIA,2023-06-12 11:00:00,0.0,33.0,123,1331
3901,AA,DEN,ATL,2023-06-12 12:00:00,14.0,4.0,92,848
3902,SW,JFK,SEA,2023-06-12 13:00:00,0.0,-10.0,148,451
3903,DL,DFW,SFO,2023-06-12 14:00:00,0.0,-10.0,87,991
3904,SW,LAX,SFO,2023-06-12 15:00:00,0.0,-9.0,136,849
3905,UA,DFW,SFO,2023-06-12 16:00:00,31.0,-10.0,97,868
3906,JB,LAX,ATL,2023-06-12 17:00:00,19.0,2.0,117,952
3907,UA,JFK,PHX,2023-06-12 18:00:00,0.0,6.0,69,1298
3908,SW,DEN,PHX,2023-06-12 19:00:00,0.0,40.0,118,1301
3909,SW,LAX,MIA,2023-06-12 20:00:00,73.0,,86,501
3910,AA,DEN,SEA,2023-06-12 21:00:00,28.0,53.0,158,915
3911,JB,ORD,SEA,2023-06-12 22:00:00,0.0,21.0,189,1104
3912,UA,LAX,SFO,2023-06-12 23:00:00,0.0,6.0,145,637
3913,DL,LAX,ATL,2023-06-13 00:00:00,27.0,-10.0,144,1342
3914,AA,DFW,SFO,2023-06-13 01:00:00,11.0,11.0,92,849
3915,JB,DFW,ATL,2023-06-13 02:00:00,0.0,-4.0,67,1166
3916,AA,DEN,PHX,2023-06-13 03:00:00,30.0,-5.0,101,522
3917,DL,DEN,SEA,2023-06-13 04:00:00,,0.0,170,982
3918,SW,ORD,SFO,2023-06-13 05:00:00,,6.0,109,1016
3919,UA,LAX,PHX,2023-06-13 06:00:00,25.0,27.0,95,971
3920,AA,DEN,SFO,2023-06-13 07:00:00,35.0,20.0,156,322
3921,JB,DFW,PHX,2023-06-13 08:00:00,13.0,-10.0,43,739
3922,JB,ORD,MIA,2023-06-13 09:00:00,0.0,12.0,81,454
3923,SW,DEN,SEA,2023-06-13 10:00:00,20.0,-9.0,111,561
3924,UA,DEN,SEA,2023-06-13 11:00:00,24.0,-2.0,98,701
3925,JB,DFW,SEA,2023-06-13 12:00:00,0.0,-6.0,169,1289
3926,JB,ORD,ATL,2023-06-13 13:00:00,0.0,-10.0,181,1007
3927,AA,ORD,SFO,2023-06-13 14:00:00,28.0,-10.0,155,1010
3928,SW,JFK,SFO,2023-06-13 15:00:00,0.0,12.0,150,697
3929,AA,JFK,MIA,2023-06-13 16:00:00,0.0,0.0,165,1498
3930,SW,DEN,ATL,2023-06-13 17:00:00,0.0,22.0,113,333
3931,UA,LAX,SFO,2023-06-13 18:00:00,11.0,26.0,100,864
3932,JB,ORD,ATL,2023-06-13 19:00:00,0.0,0.0,155,903
3933,DL,DFW,PHX,2023-06-13 20:00:00,0.0,7.0,124,899
3934,DL,ORD,MIA,2023-06-13 21:00:00,4.0,41.0,124,703
3935,JB,ORD,PHX,2023-06-13 22:00:00,58.0,21.0,152,928
3936,SW,DFW,SEA,2023-06-13 23:00:00,3.0,-10.0,123,1253
3937,AA,LAX,PHX,2023-06-14 00:00:00,6.0,16.0,139,564
3938,AA,LAX,PHX,2023-06-14 01:00:00,14.0,11.0,122,1038
3939,DL,DEN,SEA,2023-06-14 02:00:00,0.0,52.0,69,878
3940,DL,ORD,MIA,2023-06-14 03:00:00,0.0,4.0,110,374
3941,JB,DFW,MIA,2023-06-14 04:00:00,35.0,26.0,151,828
3942,DL,LAX,SEA,2023-06-14 05:00:00,0.0,-10.0,121,975
3943,UA,DFW,ATL,2023-06-14 06:00:00,0.0,36.0,111,618
3944,UA,JFK,SFO,2023-06-14 07:00:00,0.0,-10.0,36,1139
3945,DL,DEN,MIA,2023-06-14 08:00:00,,44.0,168,1249
3946,SW,ORD,SFO,2023-06-14 09:00:00,0.0,28.0,191,841
3947,UA,DEN,ATL,2023-06-14 10:00:00,67.0,18.0,109,527
3948,SW,DFW,PHX,2023-06-14 11:00:00,33.0,-9.0,153,627
3949,JB,DFW,ATL,2023-06-14 12:00:00,36.0,53.0,102,519
3950,SW,ORD,SFO,2023-06-14 13:00:00,10.0,17.0,82,224
3951,DL,ORD,SEA,2023-06-14 14:00:00,33.0,23.0,161,519
3952,JB,DFW,ATL,2023-06-14 15:00:00,0.0,50.0,147,1383
3953,SW,ORD,SFO,2023-06-14 16:00:00,0.0,-10.0,91,854
3954,UA,JFK,PHX,2023-06-14 17:00:00,28.0,-10.0,199,830
3955,DL,ORD,ATL,2023-06-14 18:00:00,,42.0,118,868
3956,UA,DEN,SFO,2023-06-14 19:00:00,42.0,45.0,83,459
3957,AA,ORD,PHX,2023-06-14 20:00:00,93.0,-10.0,131,475
3958,AA,DEN,SEA,2023-06-14 21:00:00,13.0,-4.0,102,1330
3959,SW,DFW,MIA,2023-06-14 22:00:00,0.0,35.0,66,532
3960,UA,DEN,SEA,2023-06-14 23:00:00,63.0,-10.0,117,1301
3961,UA,LAX,SFO,2023-06-15 00:00:00,24.0,18.0,78,899
3962,AA,DEN,SFO,2023-06-15 01:00:00,42.0,21.0,112,1150
3963,UA,DEN,SEA,2023-06-15 02:00:00,53.0,-10.0,130,1150
3964,AA,DFW,SFO,2023-06-15 03:00:00,0.0,4.0,88,1094
3965,AA,ORD,SFO,2023-06-15 04:00:00,0.0,-1.0,118,871
3966,DL,ORD,MIA,2023-06-15 05:00:00,62.0,8.0,176,840
3967,SW,JFK,MIA,2023-06-15 06:00:00,81.0,-1.0,146,1251
3968,UA,DEN,PHX,2023-06-15 07:00:00,13.0,-10.0,199,1409
3969,SW,DEN,MIA,2023-06-15 08:00:00,0.0,-10.0,123,490
3970,AA,LAX,SEA,2023-06-15 09:00:00,25.0,5.0,139,475
3971,SW,DFW,ATL,2023-06-15 10:00:00,15.0,11.0,109,1190
3972,JB,DFW,SFO,2023-06-15 11:00:00,0.0,3.0,67,1067
3973,JB,ORD,ATL,2023-06-15 12:00:00,0.0,-10.0,103,722
3974,SW,DFW,ATL,2023-06-15 13:00:00,0.0,-3.0,134,579
3975,AA,LAX,SFO,2023-06-15 14:00:00,14.0,-8.0,167,841
3976,SW,LAX,SFO,2023-06-15 15:00:00,39.0,24.0,143,796
3977,JB,ORD,SFO,2023-06-15 16:00:00,0.0,31.0,158,1071
3978,JB,DFW,SFO,2023-06-15 17:00:00,0.0,23.0,161,523
3979,SW,LAX,SEA,2023-06-15 18:00:00,38.0,-6.0,124,1446
3980,UA,LAX,ATL,2023-06-15 19:00:00,60.0,2.0,78,1290
3981,DL,DEN,ATL,2023-06-15 20:00:00,0.0,45.0,39,1188
3982,JB,ORD,SEA,2023-06-15 21:00:00,0.0,-10.0,156,661
3983,UA,DEN,SFO,2023-06-15 22:00:00,0.0,14.0,204,606
3984,SW,DFW,PHX,2023-06-15 23:00:00,4.0,-10.0,124,748
3985,DL,JFK,MIA,2023-06-16 00:00:00,70.0,0.0,180,1035
3986,JB,DFW,SEA,2023-06-16 01:00:00,0.0,-10.0,146,1226
3987,AA,JFK,MIA,2023-06-16 02:00:00,0.0,25.0,115,945
3988,AA,LAX,PHX,2023-06-16 03:00:00,21.0,11.0,98,810
3989,JB,ORD,MIA,2023-06-16 04:00:00,45.0,27.0,113,637
3990,JB,DFW,ATL,2023-06-16 05:00:00,0.0,59.0,140,847
3991,JB,LAX,PHX,2023-06-16 06:00:00,46.0,2.0,175,631
3992,AA,DEN,SFO,2023-06-16 07:00:00,0.0,4.0,153,755
3993,JB,JFK,PHX,2023-06-16 08:00:00,51.0,-8.0,53,987
3994,AA,JFK,SEA,2023-06-16 09:00:00,32.0,4.0,98,1083
3995,UA,ORD,PHX,2023-06-16 10:00:00,62.0,-10.0,167,677
3996,SW,ORD,MIA,2023-06-16 11:00:00,0.0,-10.0,163,902
3997,UA,DEN,MIA,2023-06-16 12:00:00,40.0,-3.0,165,1011
3998,JB,JFK,SFO,2023-06-16 13:00:00,22.0,8.0,144,969
3999,SW,DEN,PHX,2023-06-16 14:00:00,15.0,10.0,166,1163
4000,DL,DEN,SFO,2023-06-16 15:00:00,,20.0,89,655
4001,UA,JFK,PHX,2023-06-16 16:00:00,21.0,-10.0,114,815
4002,AA,LAX,ATL,2023-06-16 17:00:00,2.0,-10.0,123,916
4003,UA,DFW,SFO,2023-06-16 18:00:00,48.0,-10.0,177,1537
4004,JB,ORD,PHX,2023-06-16 19:00:00,10.0,15.0,90,1136
4005,AA,DEN,ATL,2023-06-16 20:00:00,0.0,9.0,78,994
4006,DL,DFW,SFO,2023-06-16 21:00:00,0.0,16.0,130,1365
4007,AA,ORD,SFO,2023-06-16 22:00:00,12.0,-5.0,123,833
4008,UA,LAX,SFO,2023-06-16 23:00:00,15.0,28.0,83,775
4009,UA,ORD,ATL,2023-06-17 00:00:00,0.0,-9.0,98,425
4010,JB,LAX,SFO,2023-06-17 01:00:00,0.0,-10.0,107,783
4011,JB,ORD,PHX,2023-06-17 02:00:00,0.0,3.0,127,964
4012,AA,ORD,SFO,2023-06-17 03:00:00,,41.0,174,658
4013,DL,LAX,ATL,2023-06-17 04:00:00,0.0,-10.0,128,850
4014,UA,DFW,PHX,2023-06-17 05:00:00,3.0,26.0,83,858
4015,AA,ORD,SFO,2023-06-17 06:00:00,48.0,0.0,128,773
4016,DL,JFK,PHX,2023-06-17 07:00:00,0.0,-10.0,148,300
4017,SW,DEN,SFO,2023-06-17 08:00:00,69.0,26.0,204,910
4018,UA,LAX,SFO,2023-06-17 09:00:00,0.0,22.0,93,441
4019,DL,DEN,SEA,2023-06-17 10:00:00,0.0,,70,377
4020,AA,ORD,MIA,2023-06-17 11:00:00,64.0,20.0,39,723
4021,JB,LAX,SFO,2023-06-17 12:00:00,25.0,7.0,41,1254
4022,AA,ORD,SEA,2023-06-17 13:00:00,28.0,-10.0,100,1187
4023,SW,JFK,MIA,2023-06-17 14:00:00,0.0,0.0,87,1337
4024,DL,DEN,MIA,2023-06-17 15:00:00,26.0,35.0,95,816
4025,JB,DFW,SFO,2023-06-17 16:00:00,0.0,-10.0,199,795
4026,SW,DFW,SFO,2023-06-17 17:00:00,0.0,34.0,133,899
4027,AA,LAX,MIA,2023-06-17 18:00:00,13.0,7.0,135,1272
4028,SW,LAX,ATL,2023-06-17 19:00:00,0.0,14.0,30,964
4029,UA,ORD,MIA,2023-06-17 20:00:00,0.0,38.0,124,883
4030,SW,JFK,PHX,2023-06-17 21:00:00,,20.0,108,1135
4031,SW,DEN,SEA,2023-06-17 22:00:00,0.0,11.0,90,594
4032,JB,JFK,SFO,2023-06-17 23:00:00,54.0,18.0,140,848
4033,SW,LAX,SEA,2023-06-18 00:00:00,44.0,-10.0,91,1351
4034,UA,JFK,ATL,2023-06-18 01:00:00,6.0,-10.0,54,1211
4035,SW,DEN,MIA,2023-06-18 02:00:00,20.0,42.0,125,806
4036,AA,DFW,MIA,2023-06-18 03:00:00,3.0,22.0,133,230
4037,JB,ORD,PHX,2023-06-18 04:00:00,,-10.0,71,939
4038,JB,JFK,PHX,2023-06-18 05:00:00,42.0,-10.0,96,1070
4039,UA,ORD,ATL,2023-06-18 06:00:00,36.0,-3.0,134,1245
4040,UA,JFK,SFO,2023-06-18 07:00:00,0.0,-10.0,31,1180
4041,JB,JFK,MIA,2023-06-18 08:00:00,0.0,32.0,122,878
4042,JB,ORD,ATL,2023-06-18 09:00:00,2.0,10.0,104,647
4043,SW,ORD,SEA,2023-06-18 10:00:00,0.0,7.0,99,1412
4044,UA,ORD,SEA,2023-06-18 11:00:00,9.0,27.0,115,1108
4045,JB,LAX,SEA,2023-06-18 12:00:00,43.0,3.0,124,936
4046,JB,DEN,SFO,2023-06-18 13:00:00,28.0,33.0,101,983
4047,UA,JFK,ATL,2023-06-18 14:00:00,0.0,-10.0,109,1129
4048,JB,JFK,SEA,2023-06-18 15:00:00,57.0,-10.0,152,721
4049,DL,LAX,SEA,2023-06-18 16:00:00,0.0,36.0,160,857
4050,SW,ORD,ATL,2023-06-18 17:00:00,2.0,17.0,109,970
4051,UA,LAX,SFO,2023-06-18 18:00:00,11.0,-5.0,135,669
4052,AA,LAX,SFO,2023-06-18 19:00:00,,-10.0,100,756
4053,UA,DEN,SFO,2023-06-18 20:00:00,18.0,47.0,95,557
4054,JB,JFK,ATL,2023-06-18 21:00:00,3.0,40.0,106,637
4055,UA,ORD,MIA,2023-06-18 22:00:00,26.0,21.0,129,1445
4056,AA,LAX,SEA,2023-06-18 23:00:00,0.0,-4.0,57,733
4057,SW,JFK,MIA,2023-06-19 00:00:00,0.0,12.0,80,1114
4058,DL,LAX,SEA,2023-06-19 01:00:00,87.0,63.0,67,205
4059,JB,DFW,PHX,2023-06-19 02:00:00,4.0,4.0,30,255
4060,UA,ORD,PHX,2023-06-19 03:00:00,10.0,40.0,137,659
4061,JB,ORD,SFO,2023-06-19 04:00:00,28.0,38.0,187,1136
4062,SW,DEN,SEA,2023-06-19 05:00:00,6.0,24.0,30,924
4063,DL,JFK,MIA,2023-06-19 06:00:00,0.0,-9.0,131,496
4064,AA,DEN,PHX,2023-06-19 07:00:00,0.0,17.0,150,1058
4065,DL,LAX,ATL,2023-06-19 08:00:00,0.0,13.0,72,445
4066,UA,DEN,ATL,2023-06-19 09:00:00,0.0,22.0,141,1663
4067,DL,JFK,MIA,2023-06-19 10:00:00,0.0,,133,882
4068,DL,DFW,MIA,2023-06-19 11:00:00,75.0,11.0,115,1031
4069,SW,DFW,SFO,2023-06-19 12:00:00,0.0,-10.0,140,1566
4070,DL,LAX,MIA,2023-06-19 13:00:00,29.0,54.0,72,849
4071,AA,DEN,ATL,2023-06-19 14:00:00,0.0,-7.0,126,563
4072,SW,DFW,ATL,2023-06-19 15:00:00,0.0,0.0,70,1097
4073,UA,DFW,PHX,2023-06-19 16:00:00,30.0,18.0,100,1530
4074,JB,DEN,SFO,2023-06-19 17:00:00,0.0,50.0,40,962
4075,AA,DEN,PHX,2023-06-19 18:00:00,0.0,39.0,112,717
4076,UA,DEN,MIA,2023-06-19 19:00:00,28.0,5.0,151,1225
4077,JB,LAX,MIA,2023-06-19 20:00:00,16.0,-10.0,59,1071
4078,SW,JFK,PHX,2023-06-19 21:00:00,25.0,11.0,111,356
4079,UA,DEN,MIA,2023-06-19 22:00:00,0.0,7.0,94,913
4080,AA,DEN,PHX,2023-06-19 23:00:00,45.0,28.0,76,978
4081,UA,DFW,PHX,2023-06-20 00:00:00,31.0,-10.0,84,883
4082,AA,DEN,SEA,2023-06-20 01:00:00,,-10.0,88,1420
4083,DL,LAX,SEA,2023-06-20 02:00:00,0.0,11.0,115,604
4084,JB,LAX,MIA,2023-06-20 03:00:00,3.0,22.0,51,466
4085,JB,DEN,SFO,2023-06-20 04:00:00,0.0,55.0,157,1216
4086,DL,JFK,ATL,2023-06-20 05:00:00,0.0,-10.0,119,1251
4087,UA,LAX,SFO,2023-06-20 06:00:00,0.0,0.0,150,1308
4088,SW,ORD,SEA,2023-06-20 07:00:00,0.0,18.0,186,924
4089,AA,DFW,MIA,2023-06-20 08:00:00,5.0,15.0,100,537
4090,AA,ORD,PHX,2023-06-20 09:00:00,65.0,49.0,60,1183
4091,SW,JFK,SFO,2023-06-20 10:00:00,3.0,20.0,103,1061
4092,UA,ORD,SFO,2023-06-20 11:00:00,61.0,-10.0,158,1149
4093,DL,ORD,SFO,2023-06-20 12:00:00,35.0,4.0,53,1009
4094,JB,DFW,SFO,2023-06-20 13:00:00,9.0,16.0,201,811
4095,UA,ORD,PHX,2023-06-20 14:00:00,0.0,-8.0,103,1015
4096,SW,JFK,SEA,2023-06-20 15:00:00,81.0,-10.0,156,975
4097,SW,ORD,ATL,2023-06-20 16:00:00,43.0,11.0,145,927
4098,SW,DFW,SEA,2023-06-20 17:00:00,,5.0,143,1142
4099,DL,JFK,SFO,2023-06-20 18:00:00,1.0,60.0,101,678
4100,AA,DEN,MIA,2023-06-20 19:00:00,0.0,29.0,147,688
4101,AA,JFK,SEA,2023-06-20 20:00:00,0.0,4.0,80,379
4102,DL,DFW,MIA,2023-06-20 21:00:00,34.0,11.0,163,916
4103,DL,DEN,SFO,2023-06-20 22:00:00,2.0,14.0,93,1514
4104,DL,LAX,SEA,2023-06-20 23:00:00,53.0,-8.0,90,640
4105,UA,LAX,MIA,2023-06-21 00:00:00,33.0,25.0,119,904
4106,AA,DEN,PHX,2023-06-21 01:00:00,40.0,-10.0,115,1325
4107,UA,JFK,SEA,2023-06-21 02:00:00,0.0,-7.0,147,446
4108,SW,DFW,MIA,2023-06-21 03:00:00,21.0,16.0,73,1160
4109,JB,ORD,SFO,2023-06-21 04:00:00,26.0,52.0,54,1280
4110,AA,ORD,PHX,2023-06-21 05:00:00,0.0,16.0,78,108
4111,SW,ORD,ATL,2023-06-21 06:00:00,,-10.0,153,1001
4112,JB,JFK,MIA,2023-06-21 07:00:00,7.0,13.0,78,588
4113,UA,DEN,ATL,2023-06-21 08:00:00,51.0,53.0,116,1419
4114,SW,DFW,PHX,2023-06-21 09:00:00,0.0,14.0,165,1567
4115,JB,LAX,ATL,2023-06-21 10:00:00,0.0,12.0,111,539
4116,SW,DEN,MIA,2023-06-21 11:00:00,40.0,39.0,109,1369
4117,SW,LAX,MIA,2023-06-21 12:00:00,0.0,26.0,103,1456
4118,DL,LAX,SEA,2023-06-21 13:00:00,42.0,-10.0,120,827
